epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
0,0.15900425612926483,0.5536743998527527,0.6413124203681946,0.02064819633960724,0.9634146094322205,0.1439342051744461,0.040429890155792236,1.3583643436431885,0.020648196549921588,0.995260663507109,79.0,3747.0,630.0,3.0
1,0.38214847445487976,0.5716034770011902,0.6567004919052124,0.022508038207888603,0.7682926654815674,0.3749143183231354,0.04373481497168541,1.351056456565857,0.022508038585209004,0.9885542168674699,63.0,2736.0,1641.0,19.0
2,0.45996859669685364,0.581325888633728,0.6661038994789124,0.023751024156808853,0.707317054271698,0.45533469319343567,0.04595879465341568,1.3436774015426636,0.02375102375102375,0.9881011403073872,58.0,2384.0,1993.0,24.0
3,0.5597667694091797,0.5962598323822021,0.6688816547393799,0.026196474209427834,0.6341463327407837,0.5583733320236206,0.050314463675022125,1.3363330364227295,0.02619647355163728,0.9878738884397736,52.0,1933.0,2444.0,30.0
4,0.602152943611145,0.5999000072479248,0.6700992584228516,0.027374301105737686,0.5975610017776489,0.6022389531135559,0.052350424230098724,1.329325556755066,0.027374301675977653,0.9876358186586737,49.0,1741.0,2636.0,33.0
5,0.6052926778793335,0.5955159068107605,0.673300564289093,0.027057496830821037,0.5853658318519592,0.6056659817695618,0.0517241396009922,1.3221784830093384,0.02705749718151071,0.9873370577281192,48.0,1726.0,2651.0,34.0
6,0.6272706985473633,0.6067107915878296,0.6751060485839844,0.028639618307352066,0.5853658318519592,0.6280557513237,0.05460750684142113,1.3159412145614624,0.028639618138424822,0.9877829680201222,48.0,1628.0,2749.0,34.0
7,0.6615833044052124,0.6122218370437622,0.6764963269233704,0.03028308041393757,0.5609756112098694,0.6634681224822998,0.057464081794023514,1.3104438781738281,0.030283080974325215,0.9877551020408163,46.0,1473.0,2904.0,36.0
8,0.6833370923995972,0.6173192262649536,0.6798369884490967,0.03169013932347298,0.5487805008888245,0.685857892036438,0.05992010608315468,1.304911494255066,0.03169014084507042,0.9878249424152682,45.0,1375.0,3002.0,37.0
9,0.7113702893257141,0.6315983533859253,0.6818541288375854,0.03474903479218483,0.5487805008888245,0.7144162654876709,0.06535948067903519,1.2997550964355469,0.03474903474903475,0.9883059418457648,45.0,1250.0,3127.0,37.0
10,0.7221350073814392,0.6370816230773926,0.6844508647918701,0.03608660772442818,0.5487805008888245,0.7253826856613159,0.06772008538246155,1.2946207523345947,0.03608660785886127,0.9884806973848069,45.0,1202.0,3175.0,37.0
11,0.7405247688293457,0.6404653787612915,0.68785560131073,0.03783319145441055,0.5365853905677795,0.7443454265594482,0.07068273425102234,1.2896639108657837,0.037833190025795355,0.9884708737864077,44.0,1119.0,3258.0,38.0
12,0.7519623041152954,0.6462913155555725,0.691382884979248,0.03956834599375725,0.5365853905677795,0.7559972405433655,0.07370184361934662,1.2844879627227783,0.039568345323741004,0.9886465491484911,44.0,1068.0,3309.0,38.0
13,0.7604843974113464,0.6506322026252747,0.6946455240249634,0.04096834361553192,0.5365853905677795,0.7646790146827698,0.07612456381320953,1.279708981513977,0.040968342644320296,0.9887740029542097,44.0,1030.0,3347.0,38.0
14,0.7799955010414124,0.6545871496200562,0.697867751121521,0.04365482181310654,0.5243902206420898,0.7847840785980225,0.0805998146533966,1.2756386995315552,0.04365482233502538,0.9887737478411054,43.0,942.0,3435.0,39.0
15,0.789190411567688,0.6473040580749512,0.7022238969802856,0.043617021292448044,0.5,0.7946081757545471,0.0802348330616951,1.2709242105484009,0.043617021276595745,0.9883489627735152,41.0,899.0,3478.0,41.0
16,0.7961426377296448,0.6448619961738586,0.705748438835144,0.04410143196582794,0.4878048896789551,0.8019191026687622,0.08088978379964828,1.2663697004318237,0.044101433296582136,0.9881756756756757,40.0,867.0,3510.0,42.0
17,0.8017492890357971,0.6477178335189819,0.7096686363220215,0.04535147547721863,0.4878048896789551,0.8076307773590088,0.08298755437135696,1.261676549911499,0.045351473922902494,0.9882583170254403,40.0,842.0,3535.0,42.0
18,0.7986095547676086,0.6521018743515015,0.7142602205276489,0.04565701633691788,0.5,0.8042038083076477,0.08367346972227097,1.2559515237808228,0.045657015590200446,0.9884863802302724,41.0,857.0,3520.0,41.0
19,0.8210361003875732,0.6575419306755066,0.7187153100967407,0.05025125667452812,0.4878048896789551,0.8272789716720581,0.09111617505550385,1.2530213594436646,0.05025125628140704,0.9885339885339886,40.0,756.0,3621.0,42.0
20,0.8226059675216675,0.6583415269851685,0.7219306230545044,0.05069708451628685,0.4878048896789551,0.8288782238960266,0.0918484479188919,1.2479219436645508,0.050697084917617236,0.9885558583106268,40.0,749.0,3628.0,42.0
21,0.8376317620277405,0.660011887550354,0.7241372466087341,0.05416666716337204,0.47560974955558777,0.8444139957427979,0.0972568616271019,1.2460558414459229,0.05416666666666667,0.9884995988232148,39.0,681.0,3696.0,43.0
22,0.847499430179596,0.6650381684303284,0.7283806204795837,0.057692307978868484,0.47560974955558777,0.8544665575027466,0.1029023751616478,1.2423045635223389,0.057692307692307696,0.9886333597673804,39.0,637.0,3740.0,43.0
23,0.8519847393035889,0.6613394618034363,0.732175350189209,0.05810397490859032,0.46341463923454285,0.8592643141746521,0.10326087474822998,1.2384834289550781,0.0581039755351682,0.9884362680683312,38.0,616.0,3761.0,44.0
24,0.8634222745895386,0.6551986932754517,0.7357807159423828,0.060100167989730835,0.4390243887901306,0.8713730573654175,0.10572687536478043,1.2369533777236938,0.06010016694490818,0.9880829015544041,36.0,563.0,3814.0,46.0
25,0.8649921417236328,0.6619817018508911,0.7384805679321289,0.062289562076330185,0.45121949911117554,0.8727439045906067,0.10946746170520782,1.2322559356689453,0.06228956228956229,0.9883570504527813,37.0,557.0,3820.0,45.0
26,0.8708230257034302,0.658968448638916,0.7422391176223755,0.06360424309968948,0.4390243887901306,0.8789125084877014,0.1111111119389534,1.2294341325759888,0.0636042402826855,0.9881839198561521,36.0,530.0,3847.0,46.0
27,0.8771024942398071,0.656183660030365,0.7452175617218018,0.06529850512742996,0.4268292784690857,0.8855380415916443,0.11326860636472702,1.2271933555603027,0.06529850746268656,0.988019372928881,35.0,501.0,3876.0,47.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: dsplnic_PSYCHIATRY_60
table: 
table_extra: 
dataset: SCAR
debug: False
mode: rand
output_channel: 500
words_dim: 300
embed_dim: 300
dropout: 0.5
lr: 1e-05
weight_decay: 0
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\embeddings\word2vec
pretrained_file: GoogleNews-vectors-negative300.txt
batch_size: 16
device: cuda:0
target_classes: 1
vocab_size: 21529
run_name: CNN_20220401-1615
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\dsplnic_PSYCHIATRY_60
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\dsplnic_PSYCHIATRY_60\CNN
