epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
0,0.6918591856956482,0.6037100553512573,0.6662055253982544,0.030523255467414856,0.5121951103210449,0.6952250599861145,0.05761317163705826,1.3606939315795898,0.030523255813953487,0.9870256243918262,42.0,1334.0,3043.0,40.0
1,0.6357927918434143,0.6110516786575317,0.6703305244445801,0.029304029420018196,0.5853658318519592,0.6367374658584595,0.055813953280448914,1.3488337993621826,0.029304029304029304,0.9879475363346331,48.0,1590.0,2787.0,34.0
2,0.6732451319694519,0.6241453289985657,0.6707707643508911,0.03199455514550209,0.5731707215309143,0.675119936466217,0.06060606241226196,1.3374766111373901,0.031994554118447927,0.9882943143812709,47.0,1422.0,2955.0,35.0
3,0.6835613250732422,0.6353833675384521,0.6730554103851318,0.03368420898914337,0.5853658318519592,0.6854009628295898,0.06370271742343903,1.3277302980422974,0.03368421052631579,0.988793671720501,48.0,1377.0,3000.0,34.0
4,0.7021753787994385,0.6328980922698975,0.675398588180542,0.03437967225909233,0.5609756112098694,0.7048206329345703,0.06478873640298843,1.318905234336853,0.0343796711509716,0.9884652355014418,46.0,1292.0,3085.0,36.0
5,0.716079831123352,0.6459639072418213,0.6791348457336426,0.036776211112737656,0.5731707215309143,0.718757152557373,0.06911764293909073,1.3103398084640503,0.036776212832550864,0.9889971707010374,47.0,1231.0,3146.0,35.0
6,0.722359299659729,0.6491624712944031,0.6828265190124512,0.03759999945759773,0.5731707215309143,0.7251542210578918,0.07057057321071625,1.3024598360061646,0.0376,0.9890931754440636,47.0,1203.0,3174.0,35.0
7,0.7295357584953308,0.652817964553833,0.6870698928833008,0.03858784958720207,0.5731707215309143,0.7324651479721069,0.07230769097805023,1.2953524589538574,0.03858784893267652,0.9892008639308856,47.0,1171.0,3206.0,35.0
8,0.7306571006774902,0.647405743598938,0.6900064945220947,0.03798513486981392,0.5609756112098694,0.7338359355926514,0.07115235924720764,1.2887277603149414,0.037985136251032205,0.9889162561576355,46.0,1165.0,3212.0,36.0
9,0.7521865963935852,0.652388870716095,0.6945257186889648,0.04043126851320267,0.5487805008888245,0.7559972405433655,0.07531381398439407,1.2829071283340454,0.04043126684636118,0.9889420203227735,45.0,1068.0,3309.0,37.0
10,0.7604843974113464,0.6566154956817627,0.6991897821426392,0.04182156175374985,0.5487805008888245,0.7644505500793457,0.07772020995616913,1.276465654373169,0.041821561338289966,0.9890629618681643,45.0,1031.0,3346.0,37.0
11,0.7685579657554626,0.6547446250915527,0.7024970054626465,0.04238921031355858,0.5365853905677795,0.7729038000106812,0.07857142388820648,1.2709273099899292,0.04238921001926782,0.9888921368021046,44.0,994.0,3383.0,38.0
12,0.7739403247833252,0.6574862003326416,0.707194447517395,0.04339250549674034,0.5365853905677795,0.7783870100975037,0.0802919790148735,1.264919638633728,0.04339250493096647,0.9889695210449927,44.0,970.0,3407.0,38.0
13,0.7916573286056519,0.6665106415748596,0.7113932371139526,0.0470588244497776,0.5365853905677795,0.7964358925819397,0.08652900904417038,1.2603484392166138,0.047058823529411764,0.9892167990919409,44.0,891.0,3486.0,38.0
14,0.7954698204994202,0.6684526205062866,0.7147506475448608,0.0479302816092968,0.5365853905677795,0.8003198504447937,0.08799999207258224,1.2545675039291382,0.04793028322440087,0.9892685682010731,44.0,874.0,3503.0,38.0
15,0.8078044652938843,0.6627687811851501,0.7195066213607788,0.048894062638282776,0.5121951103210449,0.8133424520492554,0.08926673978567123,1.249839186668396,0.048894062863795114,0.9888888888888889,42.0,817.0,3560.0,40.0
16,0.8073558807373047,0.6625403165817261,0.7239477634429932,0.04878048598766327,0.5121951103210449,0.8128855228424072,0.0890774130821228,1.243001937866211,0.04878048780487805,0.9888827126181212,42.0,819.0,3558.0,40.0
17,0.8080286979675293,0.6688663363456726,0.7279877662658691,0.05000000074505806,0.5243902206420898,0.8133424520492554,0.09129511564970016,1.2373275756835938,0.05,0.9891636565712698,43.0,817.0,3560.0,39.0
18,0.8288853764533997,0.6735067367553711,0.7324930429458618,0.054901961237192154,0.5121951103210449,0.8348183631896973,0.09917355328798294,1.2352203130722046,0.054901960784313725,0.9891716296697347,42.0,723.0,3654.0,40.0
19,0.8389773368835449,0.6726639270782471,0.73615962266922,0.05710306391119957,0.5,0.8453278541564941,0.10250000655651093,1.230590581893921,0.057103064066852366,0.9890403635391607,41.0,677.0,3700.0,41.0
20,0.843014121055603,0.6747201681137085,0.7400602698326111,0.058571428060531616,0.5,0.8494402766227722,0.10485932976007462,1.2253634929656982,0.05857142857142857,0.9890928438414472,41.0,659.0,3718.0,41.0
21,0.8526575565338135,0.6736488342285156,0.7438522577285767,0.06106870248913765,0.4878048896789551,0.8594927787780762,0.10854816436767578,1.2223351001739502,0.061068702290076333,0.9889589905362776,40.0,615.0,3762.0,42.0
22,0.8571428656578064,0.6759334802627563,0.7472319602966309,0.06299212574958801,0.4878048896789551,0.8640621304512024,0.11157602071762085,1.2184892892837524,0.06299212598425197,0.9890167364016736,40.0,595.0,3782.0,42.0
23,0.8661134839057922,0.6745195388793945,0.7503719329833984,0.06576728820800781,0.47560974955558777,0.8734292984008789,0.11555555462837219,1.2169456481933594,0.0657672849915683,0.9888773926539058,39.0,554.0,3823.0,43.0
24,0.8701502680778503,0.682559072971344,0.7538658380508423,0.06932409107685089,0.4878048896789551,0.8773132562637329,0.12139606475830078,1.2128713130950928,0.06932409012131716,0.9891808346213292,40.0,537.0,3840.0,42.0
25,0.8775510191917419,0.6743621230125427,0.7567745447158813,0.07037036865949631,0.46341463923454285,0.8853095769882202,0.12218649685382843,1.2118191719055176,0.07037037037037037,0.9887726460831845,38.0,502.0,3875.0,44.0
26,0.8771024942398071,0.6741336584091187,0.7600371837615967,0.07011070102453232,0.46341463923454285,0.8848526477813721,0.12179486453533173,1.205508828163147,0.07011070110701106,0.9887669134541741,38.0,504.0,3873.0,44.0
27,0.8865216374397278,0.678931474685669,0.7631159424781799,0.07599999755620956,0.46341463923454285,0.8944482803344727,0.13058419525623322,1.2071970701217651,0.076,0.9888860823440263,38.0,462.0,3915.0,44.0
28,0.8957165479660034,0.677631676197052,0.7664203643798828,0.08096279948949814,0.45121949911117554,0.9040438532829285,0.13729128241539001,1.207802653312683,0.08096280087527352,0.9887556221889056,37.0,420.0,3957.0,45.0
29,0.8919039964675903,0.675689697265625,0.7688360214233398,0.07805906981229782,0.45121949911117554,0.9001599550247192,0.13309352099895477,1.20047926902771,0.07805907172995781,0.9887076537013801,37.0,437.0,3940.0,45.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: dsplnic_PSYCHIATRY_60
table: see_psych
table_extra: 
dataset: SCAR
debug: False
mode: rand
output_channel: 500
words_dim: 300
embed_dim: 300
dropout: 0.5
lr: 1e-05
weight_decay: 0
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\embeddings\word2vec
pretrained_file: GoogleNews-vectors-negative300.txt
batch_size: 16
device: cuda:0
target_classes: 1
vocab_size: 21529
run_name: CNN_20220212-1147
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\dsplnic_PSYCHIATRY_60
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\dsplnic_PSYCHIATRY_60\CNN
