epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn,epoch
26,0.6429692506790161,0.6464763879776001,0.6975802183151245,0.34978991746902466,0.6529411673545837,0.6400116086006165,0.45554035902023315,0.0,0.34978991746902466,0.8614481687545776,666.0,1238.0,2201.0,354.0,26.0
27,0.6028257608413696,0.6414845585823059,0.6990100145339966,0.32970520853996277,0.7127450704574585,0.5702239274978638,0.4508526921272278,0.0,0.32970520853996277,0.8700088858604431,727.0,1478.0,1961.0,293.0,27.0
28,0.6153846383094788,0.6468680500984192,0.7013950347900391,0.3370839059352875,0.7049019932746887,0.5888339877128601,0.4560735523700714,0.0,0.3370839059352875,0.8705933690071106,719.0,1414.0,2025.0,301.0,28.0
29,0.6851311922073364,0.6413983106613159,0.7022150754928589,0.3743455410003662,0.5607843399047852,0.7220122218132019,0.44897958636283875,0.0,0.3743455410003662,0.8471511602401733,572.0,956.0,2483.0,448.0,29.0
30,0.6308589577674866,0.6517279744148254,0.7032228708267212,0.3461160361766815,0.6901960968971252,0.6132596731185913,0.46103474497795105,0.0,0.3461160361766815,0.8696907162666321,704.0,1330.0,2109.0,316.0,30.0
31,0.6342229247093201,0.6490815281867981,0.7042533159255981,0.3465595245361328,0.6764705777168274,0.6216923594474792,0.4583195149898529,0.0,0.3465595245361328,0.8662884831428528,690.0,1301.0,2138.0,330.0,31.0
32,0.5830903649330139,0.6379998326301575,0.7021657228469849,0.3212611973285675,0.7392156720161438,0.5367839336395264,0.4478764533996582,0.0,0.3212611973285675,0.8740530014038086,754.0,1593.0,1846.0,266.0,32.0
33,0.6447634100914001,0.6517771482467651,0.7051485776901245,0.3531250059604645,0.6647058725357056,0.6388484835624695,0.4612245261669159,0.0,0.3531250059604645,0.8653013110160828,678.0,1242.0,2197.0,342.0,33.0
34,0.6528369784355164,0.6514943838119507,0.70569908618927,0.3574514091014862,0.6490195989608765,0.6539691686630249,0.46100279688835144,0.0,0.3574514091014862,0.8626773953437805,662.0,1190.0,2249.0,358.0,34.0
35,0.6445391774177551,0.6519765853881836,0.7042713761329651,0.3530941307544708,0.6656862497329712,0.638266921043396,0.46143391728401184,0.0,0.3530941307544708,0.8655362725257874,679.0,1244.0,2195.0,341.0,35.0
36,0.6467818021774292,0.6530857086181641,0.7044540643692017,0.35478806495666504,0.6647058725357056,0.6414655447006226,0.4626407325267792,0.0,0.35478806495666504,0.8657770752906799,678.0,1233.0,2206.0,342.0,36.0
37,0.595425009727478,0.639100193977356,0.7052064538002014,0.32593250274658203,0.7196078300476074,0.5585926175117493,0.44865527749061584,0.0,0.32593250274658203,0.8704123497009277,734.0,1518.0,1921.0,286.0,37.0
38,0.6595649123191833,0.6486152410507202,0.7043759226799011,0.36011236906051636,0.6284313797950745,0.6687990427017212,0.4578571617603302,0.0,0.36011236906051636,0.8585293889045715,641.0,1139.0,2300.0,379.0,38.0
39,0.5588697195053101,0.6388481855392456,0.7045586705207825,0.3143865168094635,0.7862744927406311,0.4914219379425049,0.4491738975048065,0.0,0.3143865168094635,0.8857442140579224,802.0,1749.0,1690.0,218.0,39.0
40,0.6093295216560364,0.6457008123397827,0.7041661143302917,0.33409926295280457,0.7127450704574585,0.5786566138267517,0.4549436569213867,0.0,0.33409926295280457,0.8716601133346558,727.0,1449.0,1990.0,293.0,40.0
41,0.6449876427650452,0.6474401354789734,0.7045769691467285,0.35129424929618835,0.6519607901573181,0.6429194808006287,0.4565739929676056,0.0,0.35129424929618835,0.8616523742675781,665.0,1228.0,2211.0,355.0,41.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: dsplnic_SOCIALWORK_60
table: see_counselling
table_extra: 
dataset: SCAR
debug: False
max_tokens: 512
lr: 1e-05
weight_decay: 0
batch_size: 12
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\models
pretrained_file: bert-base-uncased
device: cuda:0
run_name: BERT_20220213-0134
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\dsplnic_SOCIALWORK_60
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\dsplnic_SOCIALWORK_60\BERT
