epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
0,0.77438884973526,0.7815616130828857,0.8596999645233154,0.8741883039474487,0.7557894587516785,0.807333767414093,0.8106887340545654,0.3721863329410553,0.8741883116883117,0.6511278195488722,2154.0,310.0,1299.0,696.0
1,0.8102713823318481,0.7967770099639893,0.877635657787323,0.8560767769813538,0.8452631831169128,0.7482908368110657,0.8506355881690979,0.3227715492248535,0.8560767590618337,0.7319148936170212,2409.0,405.0,1204.0,441.0
2,0.8163265585899353,0.8094973564147949,0.8862893581390381,0.8729342818260193,0.8340350985527039,0.784959614276886,0.853041410446167,0.30988451838493347,0.872934263679765,0.7275345622119815,2377.0,346.0,1263.0,473.0
3,0.8246243596076965,0.8136882781982422,0.8920497894287109,0.8700787425041199,0.8529824614524841,0.7743940353393555,0.8614457845687866,0.3019295930862427,0.8700787401574803,0.7483483483483484,2431.0,363.0,1246.0,419.0
4,0.8275398015975952,0.8192164897918701,0.8958337306976318,0.8771293759346008,0.8491228222846985,0.7893101572990417,0.8628988862037659,0.29579994082450867,0.8771293947082276,0.7470588235294118,2420.0,339.0,1270.0,430.0
5,0.8286611437797546,0.8195524215698242,0.898996889591217,0.8762626051902771,0.8522806763648987,0.786824107170105,0.8641052842140198,0.29115960001945496,0.8762626262626263,0.7504445761707172,2429.0,343.0,1266.0,421.0
6,0.8309037685394287,0.8252308368682861,0.9011193513870239,0.8847283124923706,0.8456140160560608,0.8048477172851562,0.8647290468215942,0.2872487008571625,0.8847283406754772,0.7463976945244957,2410.0,314.0,1295.0,440.0
7,0.8322494029998779,0.8269600868225098,0.9028545618057251,0.8863970637321472,0.8459649085998535,0.807955265045166,0.865709125995636,0.2846495509147644,0.8863970588235294,0.7475560667050029,2411.0,309.0,1300.0,439.0
8,0.8318008780479431,0.825391411781311,0.9045611619949341,0.8837719559669495,0.848421037197113,0.8023617267608643,0.8657357692718506,0.2824244201183319,0.8837719298245614,0.7492745211839814,2418.0,318.0,1291.0,432.0
9,0.8331464529037476,0.824143648147583,0.906116247177124,0.8793227672576904,0.856491208076477,0.7917961478233337,0.8677568435668945,0.2806869447231293,0.8793227665706052,0.7569815805109923,2441.0,335.0,1274.0,409.0
10,0.8333706855773926,0.8283785581588745,0.9072133898735046,0.8877438306808472,0.8463158011436462,0.810441255569458,0.8665350079536438,0.278190016746521,0.8877438351122562,0.748564867967853,2412.0,305.0,1304.0,438.0
11,0.8371832370758057,0.8298725485801697,0.9084430932998657,0.8853410482406616,0.8561403751373291,0.8036047220230103,0.8704959154129028,0.2766832709312439,0.8853410740203193,0.7592483852025836,2440.0,316.0,1293.0,410.0
12,0.8360618948936462,0.8276422023773193,0.9093493223190308,0.8823529481887817,0.8578947186470032,0.7973896861076355,0.8699519038200378,0.2757144570350647,0.8823529411764706,0.7600710900473934,2445.0,326.0,1283.0,405.0
13,0.8376317620277405,0.8313059210777283,0.9102510809898376,0.8876732587814331,0.8540350794792175,0.808576762676239,0.8705293536186218,0.27381569147109985,0.8876732312180889,0.7577169481654048,2434.0,308.0,1301.0,416.0
14,0.8389773368835449,0.8307348489761353,0.9108104705810547,0.8845598697662354,0.8603509068489075,0.8011187314987183,0.8722874522209167,0.27345603704452515,0.8845598845598845,0.7640782454060462,2452.0,320.0,1289.0,398.0
15,0.8383045792579651,0.830614447593689,0.9113582372665405,0.8852696418762207,0.8582456111907959,0.8029832243919373,0.8715482354164124,0.2725178301334381,0.8852696344553022,0.7617924528301887,2446.0,317.0,1292.0,404.0
16,0.8403229713439941,0.8319227695465088,0.9119492769241333,0.8850864768028259,0.8621052503585815,0.8017402291297913,0.8734447360038757,0.2721570134162903,0.8850864553314121,0.7664884135472371,2457.0,319.0,1290.0,393.0
17,0.840771496295929,0.8329501748085022,0.9123696684837341,0.8865606784820557,0.8610526323318481,0.8048477172851562,0.8736205101013184,0.27133381366729736,0.8865606936416185,0.7658190419869899,2454.0,314.0,1295.0,396.0
18,0.8396501541137695,0.833696722984314,0.9128257036209106,0.8897407650947571,0.8550876975059509,0.8123058080673218,0.8720701336860657,0.27021583914756775,0.8897407813070464,0.7598837209302326,2437.0,302.0,1307.0,413.0
19,0.8412200212478638,0.8341129422187805,0.9133119583129883,0.8883248567581177,0.859649121761322,0.808576762676239,0.8737518191337585,0.26990270614624023,0.8883248730964467,0.7648442092886537,2450.0,308.0,1301.0,400.0
20,0.8405472040176392,0.8334513306617737,0.9135087728500366,0.8879216313362122,0.8589473962783813,0.807955265045166,0.8731942176818848,0.2698765695095062,0.8879216539717084,0.763807285546416,2448.0,309.0,1300.0,402.0
21,0.840995728969574,0.8344787359237671,0.9139181971549988,0.8894143104553223,0.8578947186470032,0.811062753200531,0.8733702898025513,0.2694116532802582,0.8894143324845398,0.7631578947368421,2445.0,304.0,1305.0,405.0
22,0.842789888381958,0.8349350690841675,0.9141260385513306,0.8877661228179932,0.8631578683853149,0.80671226978302,0.8752890825271606,0.26982352137565613,0.8877661494045471,0.768957345971564,2460.0,311.0,1298.0,390.0
23,0.8425655961036682,0.8346242904663086,0.9143787622451782,0.887445867061615,0.8631578683853149,0.8060907125473022,0.8751333951950073,0.27000191807746887,0.8874458874458875,0.7688203912270303,2460.0,312.0,1297.0,390.0
24,0.8418927788734436,0.8339626789093018,0.9146493673324585,0.887044370174408,0.8624561429023743,0.8054692149162292,0.8745774626731873,0.27026039361953735,0.8870443883074702,0.7677725118483413,2458.0,313.0,1296.0,392.0
25,0.842789888381958,0.8347997665405273,0.9145735502243042,0.887486457824707,0.8635087609291077,0.8060907125473022,0.8753334879875183,0.27099016308784485,0.8874864767399928,0.769276393831554,2461.0,312.0,1297.0,389.0
26,0.8445839881896973,0.8332263231277466,0.9148378372192383,0.8817698955535889,0.8740350604057312,0.7924176454544067,0.8778854608535767,0.27277669310569763,0.8817699115044247,0.7802937576499388,2491.0,334.0,1275.0,359.0
27,0.843014121055603,0.8333514332771301,0.914922833442688,0.8842030167579651,0.8680701851844788,0.7986326813697815,0.8760623335838318,0.27228251099586487,0.8842030021443888,0.773630343166767,2474.0,324.0,1285.0,376.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_survival\results
data_version: ppv4
target: surv_mo_36
table: cnn_tuning
table_extra: 
dataset: SCAR
debug: False
mode: rand
output_channel: 500
words_dim: 300
embed_dim: 300
dropout: 0.8
lr: 5e-05
weight_decay: 0.0
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\embeddings\word2vec
pretrained_file: GoogleNews-vectors-negative300.txt
batch_size: 16
device: cuda:0
target_classes: 1
vocab_size: 21696
run_name: CNN_20220820-1640
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp_survival\results\surv_mo_36
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp_survival\results\surv_mo_36\CNN
