epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
0,0.7394034266471863,0.7489333152770996,0.8291534185409546,0.853668749332428,0.7146367430686951,0.7832298278808594,0.7779901027679443,0.4646315574645996,0.8536687631027253,0.6080038572806171,2036.0,349.0,1261.0,813.0
1,0.7627270817756653,0.7713720798492432,0.8472110033035278,0.8689740300178528,0.7402597665786743,0.8024844527244568,0.7994692325592041,0.4112064242362976,0.8689740420271941,0.6358267716535433,2109.0,318.0,1292.0,740.0
2,0.7835837602615356,0.7837768793106079,0.8586438894271851,0.8653995394706726,0.7830817699432373,0.7844720482826233,0.8221853375434875,0.3678356409072876,0.865399534522886,0.671451355661882,2231.0,347.0,1263.0,618.0
3,0.797712504863739,0.793617844581604,0.8670306205749512,0.8661150932312012,0.8083537817001343,0.7788819670677185,0.8362382054328918,0.3427879512310028,0.8661150808574652,0.6966666666666667,2303.0,356.0,1254.0,546.0
4,0.8017492890357971,0.7950211763381958,0.8730393648147583,0.8634850382804871,0.8192348480224609,0.7708074450492859,0.840778112411499,0.3295567035675049,0.8634850166481687,0.7067198177676538,2334.0,369.0,1241.0,515.0
5,0.8064588308334351,0.7987066507339478,0.8778766393661499,0.8645374178886414,0.8266057968139648,0.7708074450492859,0.8451461791992188,0.32162225246429443,0.8645374449339207,0.7152737752161383,2355.0,369.0,1241.0,494.0
6,0.8116169571876526,0.8031483292579651,0.8816790580749512,0.866472065448761,0.833625853061676,0.7726708054542542,0.8497316837310791,0.31608644127845764,0.8664720904779277,0.7240977881257276,2375.0,366.0,1244.0,474.0
7,0.8145323991775513,0.8069154620170593,0.8850059509277344,0.870058536529541,0.8343278169631958,0.7795031070709229,0.8518186807632446,0.311537504196167,0.8700585651537335,0.726693688477128,2377.0,355.0,1255.0,472.0
8,0.819466233253479,0.81145179271698,0.8877888917922974,0.8724489808082581,0.8402948379516602,0.782608687877655,0.8560701012611389,0.30773842334747314,0.8724489795918368,0.7346938775510204,2394.0,350.0,1260.0,455.0
9,0.8221574425697327,0.8145031929016113,0.8901423215866089,0.8749088048934937,0.8420498371124268,0.7869565486907959,0.85816490650177,0.3043902516365051,0.87490882567469,0.737914967967385,2399.0,343.0,1267.0,450.0
10,0.825745701789856,0.8179864883422852,0.8921829462051392,0.8770014643669128,0.8459108471870422,0.7900621294975281,0.8611755967140198,0.3015103340148926,0.8770014556040757,0.7434248977206313,2410.0,338.0,1272.0,439.0
11,0.827764093875885,0.8202412724494934,0.8939505815505981,0.8787768483161926,0.8473148345947266,0.7931677103042603,0.8627591133117676,0.2988508343696594,0.8787768474699672,0.7459112149532711,2414.0,333.0,1277.0,435.0
12,0.8293339610099792,0.8224151730537415,0.8955118060112,0.8810219168663025,0.8473148345947266,0.7975155115127563,0.8638396263122559,0.2965041697025299,0.881021897810219,0.7469458987783595,2414.0,326.0,1284.0,435.0
13,0.8304552435874939,0.8235628604888916,0.8968126773834229,0.8817949891090393,0.8483678698539734,0.798757791519165,0.8647584915161133,0.29450181126594543,0.8817949653411163,0.7485448195576252,2417.0,324.0,1286.0,432.0
14,0.8338192701339722,0.8263303637504578,0.8979572057723999,0.8827160596847534,0.8532818555831909,0.7993788719177246,0.8677494525909424,0.2927548587322235,0.8827160493827161,0.7548387096774194,2431.0,323.0,1287.0,418.0
15,0.8335949778556824,0.8271002769470215,0.8990553617477417,0.8846294283866882,0.8504738211631775,0.8037267327308655,0.8672153949737549,0.2908964455127716,0.8846294267981015,0.7523255813953489,2423.0,316.0,1294.0,426.0
16,0.8340435028076172,0.8266409635543823,0.9000852108001709,0.8830366730690002,0.8532818555831909,0.800000011920929,0.8679043054580688,0.2894774377346039,0.8830366872502724,0.7549824150058617,2431.0,322.0,1288.0,418.0
17,0.8338192701339722,0.8268706202507019,0.900998055934906,0.8838310241699219,0.8518778681755066,0.8018633723258972,0.8675603270530701,0.2880114018917084,0.8838310269482884,0.7536485697606539,2427.0,319.0,1291.0,422.0
18,0.8347163200378418,0.8281128406524658,0.9018463492393494,0.8851203322410583,0.8518778681755066,0.804347813129425,0.8681809902191162,0.2866790294647217,0.8851203501094091,0.7542224810716366,2427.0,315.0,1295.0,422.0
19,0.834267795085907,0.8278968930244446,0.902582585811615,0.8853177428245544,0.8508248329162598,0.8049689531326294,0.867728590965271,0.28553640842437744,0.885317750182615,0.7530505520046484,2424.0,314.0,1296.0,425.0
20,0.8356133699417114,0.8293551206588745,0.9033101201057434,0.8864134550094604,0.8518778681755066,0.8068323135375977,0.8688026070594788,0.28447967767715454,0.8864134404674945,0.7547937245787333,2427.0,311.0,1299.0,422.0
21,0.8356133699417114,0.8297602534294128,0.9039547443389893,0.8872621059417725,0.8508248329162598,0.8086956739425659,0.8686615228652954,0.28339269757270813,0.8872620790629575,0.7539085118702953,2424.0,308.0,1302.0,425.0
22,0.8367347121238708,0.8311779499053955,0.9045860767364502,0.8886038661003113,0.851175844669342,0.8111801147460938,0.8694872856140137,0.28235602378845215,0.8886038842066691,0.7549132947976879,2425.0,304.0,1306.0,424.0
23,0.8369589447975159,0.8306782245635986,0.9051280617713928,0.8872262835502625,0.8532818555831909,0.8080745339393616,0.8699231147766113,0.2816357910633087,0.8872262773722628,0.7568353694008144,2431.0,309.0,1301.0,418.0
24,0.8374074697494507,0.8319746255874634,0.9056223630905151,0.8892961740493774,0.8515268564224243,0.8124223351478577,0.8700017333030701,0.28065192699432373,0.8892961876832844,0.755632582322357,2426.0,302.0,1308.0,423.0
25,0.8383045792579651,0.8326765894889832,0.9061095714569092,0.8894582986831665,0.8529308438301086,0.8124223351478577,0.8708117008209229,0.2799074351787567,0.8894582723279648,0.7573827446438911,2430.0,302.0,1308.0,419.0
26,0.8380802869796753,0.831690788269043,0.9065924882888794,0.8877142071723938,0.8546858429908752,0.8086956739425659,0.8708869814872742,0.2793041467666626,0.8877141815530442,0.7587412587412588,2435.0,308.0,1302.0,414.0
27,0.8380802869796753,0.8323660492897034,0.9070252180099487,0.8891327977180481,0.8529308438301086,0.8118012547492981,0.8706556558609009,0.27855268120765686,0.889132821075741,0.7572421784472769,2430.0,303.0,1307.0,419.0
28,0.8376317620277405,0.831744909286499,0.9074573516845703,0.8884826302528381,0.8529308438301086,0.8105590343475342,0.870343804359436,0.2779480814933777,0.8884826325411335,0.7569605568445475,2430.0,305.0,1305.0,419.0
29,0.8383045792579651,0.8325415849685669,0.907874584197998,0.8891733884811401,0.8532818555831909,0.8118012547492981,0.8708579540252686,0.27732759714126587,0.8891733723482077,0.7576811594202899,2431.0,303.0,1307.0,418.0
30,0.8389773368835449,0.8325278162956238,0.9082620143890381,0.8881602883338928,0.8557388782501221,0.8093167543411255,0.8716482520103455,0.27687183022499084,0.88816029143898,0.7602100350058343,2438.0,307.0,1303.0,411.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_survival\results
data_version: ppv4
target: surv_mo_36
table: survival_dif_lengths
table_extra: 36
dataset: SCAR
debug: False
mode: rand
output_channel: 500
words_dim: 300
embed_dim: 300
dropout: 0.5
lr: 1e-05
weight_decay: 0
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\embeddings\word2vec
pretrained_file: GoogleNews-vectors-negative300.txt
batch_size: 16
device: cuda:0
target_classes: 1
vocab_size: 21674
run_name: CNN_20220809-1256
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp_survival\results\surv_mo_36
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp_survival\results\surv_mo_36\CNN
