epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
0,0.6929804682731628,0.7254549264907837,0.818649172782898,0.8722976446151733,0.6087719202041626,0.8421379923820496,0.7170903086662292,0.46664801239967346,0.8722976370035194,0.548582995951417,1735.0,254.0,1355.0,1115.0
1,0.7246019244194031,0.752627432346344,0.8415110111236572,0.8872970342636108,0.6519297957420349,0.8533250689506531,0.7516181468963623,0.4171699285507202,0.8872970391595033,0.5805496828752643,1858.0,236.0,1373.0,992.0
2,0.7548777461051941,0.7714403867721558,0.8566301465034485,0.8817905187606812,0.7119297981262207,0.830950915813446,0.7878081798553467,0.3752615451812744,0.8817905258583225,0.6195551436515292,2029.0,272.0,1337.0,821.0
3,0.7773043513298035,0.787360429763794,0.8675141930580139,0.8828865885734558,0.7512280941009521,0.8234928250312805,0.811753511428833,0.34783124923706055,0.8828865979381443,0.6514257620452311,2141.0,284.0,1325.0,709.0
4,0.7905359864234924,0.7952756881713867,0.8749796748161316,0.8801587224006653,0.7782456278800964,0.8123058080673218,0.8260707855224609,0.3308032751083374,0.8801587301587301,0.6740587931923672,2218.0,302.0,1307.0,632.0
5,0.8021978139877319,0.8027747273445129,0.8800896406173706,0.8790447115898132,0.8007017374038696,0.8048477172851562,0.8380463123321533,0.3203377425670624,0.8790446841294299,0.6951154052603328,2282.0,314.0,1295.0,568.0
6,0.8080286979675293,0.8078774213790894,0.8835464715957642,0.8814077973365784,0.8084210753440857,0.807333767414093,0.8433381915092468,0.3138219714164734,0.881407804131599,0.7040650406504065,2304.0,310.0,1299.0,546.0
7,0.8104956150054932,0.8083187341690063,0.8862651586532593,0.8787306547164917,0.816140353679657,0.8004971742630005,0.8462798595428467,0.3092345595359802,0.8787306384586324,0.7108167770419426,2326.0,321.0,1288.0,524.0
8,0.8134110569953918,0.8116819858551025,0.888479471206665,0.8816187381744385,0.8178947567939758,0.8054692149162292,0.8485621213912964,0.3057533800601959,0.8816187594553706,0.7140495867768595,2331.0,313.0,1296.0,519.0
9,0.8156537413597107,0.8135716915130615,0.8904157280921936,0.8823529481887817,0.821052610874176,0.8060907125473022,0.8505997657775879,0.30285608768463135,0.8823529411764706,0.7177642501383509,2340.0,312.0,1297.0,510.0
10,0.8176721334457397,0.8162331581115723,0.8921023607254028,0.8850661516189575,0.8214035034179688,0.811062753200531,0.8520472645759583,0.30042168498039246,0.8850661625708884,0.7194046306504961,2341.0,304.0,1305.0,509.0
11,0.8176721334457397,0.8156918883323669,0.8935359120368958,0.8839049935340881,0.8228070139884949,0.808576762676239,0.8522623777389526,0.2982170581817627,0.8839050131926122,0.7203765227021041,2345.0,308.0,1301.0,505.0
12,0.819466233253479,0.8177719116210938,0.8948997259140015,0.8857035040855408,0.8238596320152283,0.811684250831604,0.8536629676818848,0.29623329639434814,0.8857035081101471,0.7223451327433629,2348.0,303.0,1306.0,502.0
13,0.8199147582054138,0.8181228637695312,0.896033525466919,0.885789692401886,0.8245614171028137,0.811684250831604,0.8540796041488647,0.2945103943347931,0.8857896720693554,0.7231450719822813,2350.0,303.0,1306.0,500.0
14,0.8199147582054138,0.8189346790313721,0.8971864581108093,0.8875426054000854,0.8224561214447021,0.8154132962226868,0.8537607192993164,0.2928929924964905,0.8875425975009467,0.7216721672167217,2344.0,297.0,1312.0,506.0
15,0.8226059675216675,0.8203634023666382,0.8981432914733887,0.8865940570831299,0.8284210562705994,0.8123058080673218,0.8565208911895752,0.29132261872291565,0.8865940668419077,0.727728285077951,2361.0,302.0,1307.0,489.0
16,0.8230544924736023,0.8208496570587158,0.8990246057510376,0.8869695663452148,0.8287719488143921,0.8129273056983948,0.8568837642669678,0.2899698317050934,0.8869695831768682,0.7282850779510023,2362.0,301.0,1308.0,488.0
17,0.8250728845596313,0.8229697942733765,0.8998150825500488,0.8885135054588318,0.8305262923240662,0.8154132962226868,0.8585418462753296,0.2887619137763977,0.8885135135135135,0.7309192200557103,2367.0,297.0,1312.0,483.0
18,0.8241758346557617,0.8230799436569214,0.9005429744720459,0.8901057243347168,0.8270175457000732,0.8191423416137695,0.8574026823043823,0.2877103090286255,0.8901057401812689,0.7277747101049145,2357.0,291.0,1318.0,493.0
19,0.8268669843673706,0.825049877166748,0.9012382626533508,0.8903080224990845,0.8315789699554443,0.8185208439826965,0.8599419593811035,0.286593496799469,0.8903080390683696,0.7328881469115192,2370.0,292.0,1317.0,480.0
20,0.8264184594154358,0.8245636820793152,0.9019339084625244,0.88993239402771,0.8312280774116516,0.8178992867469788,0.8595791459083557,0.28560149669647217,0.8899323816679189,0.7323316638842515,2369.0,293.0,1316.0,481.0
21,0.825745701789856,0.8241727352142334,0.9025651812553406,0.8901016116142273,0.8298245668411255,0.8185208439826965,0.8589069247245789,0.28466367721557617,0.8901016183665789,0.7308546059933407,2365.0,292.0,1317.0,485.0
22,0.8275398015975952,0.825846791267395,0.9031334519386292,0.8910183906555176,0.8319298028945923,0.8197638392448425,0.8604608774185181,0.2837867736816406,0.8910184141300264,0.7335928809788654,2371.0,290.0,1319.0,479.0
23,0.82798832654953,0.8264683485031128,0.9036436676979065,0.8916885852813721,0.8319298028945923,0.8210068345069885,0.8607732653617859,0.28297004103660583,0.8916886047386235,0.7338888888888889,2371.0,288.0,1321.0,479.0
24,0.82798832654953,0.8259270787239075,0.9041693210601807,0.8905136585235596,0.8333333134651184,0.8185208439826965,0.8609751462936401,0.2821507155895233,0.8905136857892764,0.7349330357142857,2375.0,292.0,1317.0,475.0
25,0.8288853764533997,0.8274407386779785,0.9047304391860962,0.8924407958984375,0.8326315879821777,0.8222498297691345,0.8614994287490845,0.2813645303249359,0.8924407672057164,0.735,2373.0,286.0,1323.0,477.0
26,0.8295581936836243,0.8279670476913452,0.9052313566207886,0.8925619721412659,0.8336842060089111,0.8222498297691345,0.8621190190315247,0.28057074546813965,0.8925619834710744,0.7362270450751253,2376.0,286.0,1323.0,474.0
27,0.8300067186355591,0.8277766704559326,0.9056565165519714,0.8914670944213867,0.8357895016670227,0.8197638392448425,0.8627309799194336,0.2798987627029419,0.8914670658682635,0.7381085618354785,2382.0,290.0,1319.0,468.0
28,0.8288853764533997,0.8277113437652588,0.9060649871826172,0.8930320143699646,0.8319298028945923,0.8234928250312805,0.8613987565040588,0.27931922674179077,0.8930320150659133,0.7344789356984479,2371.0,284.0,1325.0,479.0
29,0.8282126188278198,0.8273203372955322,0.9065001606941223,0.8932075500488281,0.8305262923240662,0.8241143822669983,0.8607272505760193,0.27871087193489075,0.8932075471698113,0.7330016583747927,2367.0,283.0,1326.0,483.0
30,0.8318008780479431,0.8290448188781738,0.9069337844848633,0.891498863697052,0.8389473557472229,0.8191423416137695,0.8644251823425293,0.2780497968196869,0.8914988814317674,0.7416994935284187,2391.0,291.0,1318.0,459.0
31,0.8315765857696533,0.8294106721878052,0.9073237180709839,0.8926299810409546,0.8371930122375488,0.8216283321380615,0.8640232086181641,0.27749186754226685,0.8926300037411149,0.7402015677491601,2386.0,287.0,1322.0,464.0
32,0.8315765857696533,0.8295459747314453,0.9076811671257019,0.8929240107536316,0.8368421196937561,0.8222498297691345,0.8639739155769348,0.2769637703895569,0.8929239985024335,0.7399328859060402,2385.0,286.0,1323.0,465.0
33,0.8311280608177185,0.8286538124084473,0.9079859852790833,0.891669750213623,0.8375438451766968,0.8197638392448425,0.8637596964836121,0.2764652967453003,0.8916697796040344,0.7401795735129069,2387.0,290.0,1319.0,463.0
34,0.8318008780479431,0.8287742137908936,0.9083261489868164,0.8909158706665039,0.8396491408348083,0.8178992867469788,0.8645231127738953,0.2759486138820648,0.890915860014892,0.7422447828539199,2393.0,293.0,1316.0,457.0
35,0.8322494029998779,0.8296663761138916,0.9086463451385498,0.8921641707420349,0.8389473557472229,0.8203853368759155,0.8647378087043762,0.27550601959228516,0.8921641791044777,0.7419898819561551,2391.0,289.0,1320.0,459.0
36,0.832473635673523,0.8295711278915405,0.9089521765708923,0.8916200995445251,0.8399999737739563,0.8191423416137695,0.8650406002998352,0.27503740787506104,0.8916201117318435,0.7429537767756482,2394.0,291.0,1318.0,456.0
37,0.8322494029998779,0.8293957710266113,0.9092580080032349,0.8915797472000122,0.8396491408348083,0.8191423416137695,0.8648356199264526,0.2745817005634308,0.8915797317436661,0.7425352112676057,2393.0,291.0,1318.0,457.0
38,0.8318008780479431,0.829450786113739,0.9094966053962708,0.8923766613006592,0.8378947377204895,0.8210068345069885,0.8642780184745789,0.2742190361022949,0.8923766816143498,0.7408861469433539,2388.0,288.0,1321.0,462.0
39,0.8326979279518127,0.83042311668396,0.9097509384155273,0.8931240439414978,0.8385964632034302,0.8222498297691345,0.8650018572807312,0.27387338876724243,0.8931240657698056,0.7420078519349411,2390.0,286.0,1323.0,460.0
40,0.8331464529037476,0.8299621343612671,0.9099891185760498,0.8914498090744019,0.8414034843444824,0.8185208439826965,0.8657039403915405,0.2735385000705719,0.891449814126394,0.7444884115319389,2398.0,292.0,1317.0,452.0
41,0.8333706855773926,0.8298670053482056,0.9102420806884766,0.8909090757369995,0.8424561619758606,0.8172777891159058,0.8660053610801697,0.2731700539588928,0.8909090909090909,0.7454648526077098,2401.0,294.0,1315.0,449.0
42,0.8333706855773926,0.8298670053482056,0.910468339920044,0.8909090757369995,0.8424561619758606,0.8172777891159058,0.8660053610801697,0.2728208601474762,0.8909090909090909,0.7454648526077098,2401.0,294.0,1315.0,449.0
43,0.8340435028076172,0.831340491771698,0.9106730818748474,0.8930700421333313,0.8410526514053345,0.8216283321380615,0.8662810921669006,0.2725251019001007,0.893070044709389,0.7447887323943662,2397.0,287.0,1322.0,453.0
44,0.8331464529037476,0.8306387662887573,0.9108788967132568,0.8929104208946228,0.8396491408348083,0.8216283321380615,0.8654611110687256,0.2722285985946655,0.892910447761194,0.7431141090500281,2393.0,287.0,1322.0,457.0
45,0.8326979279518127,0.8305584788322449,0.9110732078552246,0.8934180736541748,0.8382456302642822,0.8228713274002075,0.8649529218673706,0.2719365656375885,0.893418100224383,0.7417366946778712,2389.0,285.0,1324.0,461.0
46,0.8349405527114868,0.8312303423881531,0.9112590551376343,0.8914814591407776,0.8445613980293274,0.8178992867469788,0.8673874139785767,0.27173084020614624,0.8914814814814814,0.748152359295054,2407.0,293.0,1316.0,443.0
47,0.8353890776634216,0.8314459323883057,0.9114677309989929,0.8912721872329712,0.8456140160560608,0.8172777891159058,0.8678429126739502,0.271453320980072,0.8912721893491125,0.7492877492877493,2410.0,294.0,1315.0,440.0
48,0.8340435028076172,0.8305286169052124,0.9116443395614624,0.8913204669952393,0.8431578874588013,0.8178992867469788,0.8665704727172852,0.27119097113609314,0.891320474777448,0.7464549064095292,2403.0,293.0,1316.0,447.0
49,0.8347163200378418,0.8315961360931396,0.9117944240570068,0.8926050066947937,0.8428069949150085,0.8203853368759155,0.8669915199279785,0.27097973227500916,0.8926049795615013,0.746606334841629,2402.0,289.0,1320.0,448.0
50,0.8356133699417114,0.8317566514015198,0.9119222164154053,0.8916019201278687,0.8456140160560608,0.8178992867469788,0.867999255657196,0.27086785435676575,0.8916019237883833,0.7494305239179955,2410.0,293.0,1316.0,440.0
51,0.8356133699417114,0.8317566514015198,0.9120632410049438,0.8916019201278687,0.8456140160560608,0.8178992867469788,0.867999255657196,0.2706871032714844,0.8916019237883833,0.7494305239179955,2410.0,293.0,1316.0,440.0
52,0.8360618948936462,0.8317016363143921,0.9122568368911743,0.8908151984214783,0.8473684191703796,0.8160347938537598,0.8685488104820251,0.27047985792160034,0.8908151973441535,0.7511441647597255,2415.0,296.0,1313.0,435.0
53,0.8360618948936462,0.8326488137245178,0.9123284816741943,0.8928439021110535,0.8449122905731201,0.8203853368759155,0.8682170510292053,0.2703096568584442,0.89284390063033,0.7491486946651532,2408.0,289.0,1320.0,442.0
54,0.8367347121238708,0.8323632478713989,0.9124984741210938,0.891224205493927,0.8480702042579651,0.8166562914848328,0.8691118359565735,0.27023905515670776,0.8912241887905604,0.752146536920435,2417.0,295.0,1314.0,433.0
55,0.8369589447975159,0.8313208818435669,0.9126753807067871,0.8886854648590088,0.851578950881958,0.811062753200531,0.8697365522384644,0.27019476890563965,0.888685463200293,0.7552083333333334,2427.0,304.0,1305.0,423.0
56,0.836510419845581,0.8327291011810303,0.9128012657165527,0.8923418521881104,0.8463158011436462,0.8191423416137695,0.8687195777893066,0.2698482275009155,0.8923418423973363,0.7505694760820045,2412.0,291.0,1318.0,438.0
57,0.8367347121238708,0.8333104252815247,0.9128741025924683,0.893254280090332,0.8456140160560608,0.8210068345069885,0.868781566619873,0.26973631978034973,0.8932542624166049,0.7501419647927314,2410.0,288.0,1321.0,440.0
58,0.8371832370758057,0.834743857383728,0.9129829406738281,0.8956781029701233,0.843508780002594,0.8259788751602173,0.8688110113143921,0.2696073651313782,0.8956780923994039,0.7487323943661972,2404.0,280.0,1329.0,446.0
59,0.8374074697494507,0.833430826663971,0.9130487442016602,0.8925009369850159,0.8477193117141724,0.8191423416137695,0.8695339560508728,0.26966947317123413,0.8925009235315848,0.752283105022831,2416.0,291.0,1318.0,434.0
60,0.8376317620277405,0.8336062431335449,0.9132059812545776,0.8925406336784363,0.8480702042579651,0.8191423416137695,0.8697373867034912,0.26952025294303894,0.8925406203840472,0.7527127355796688,2417.0,291.0,1318.0,433.0
61,0.8369589447975159,0.8318620920181274,0.9132814407348633,0.8898273706436157,0.8501754403114319,0.8135488033294678,0.869549572467804,0.2695646584033966,0.8898273962541314,0.7540322580645161,2423.0,300.0,1309.0,427.0
62,0.8378559947013855,0.8341876268386841,0.9134063720703125,0.8934516906738281,0.8473684191703796,0.8210068345069885,0.8698000907897949,0.2692645490169525,0.8934517203107658,0.7522779043280182,2415.0,288.0,1321.0,435.0
63,0.8378559947013855,0.8343229293823242,0.913520872592926,0.8937430381774902,0.8470175266265869,0.8216283321380615,0.8697531819343567,0.2691514790058136,0.8937430581266198,0.7519908987485779,2414.0,287.0,1322.0,436.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
