Datetime,Run Name,Finished,Table,Platform,Model,Target,Data,Mode,Pretrained Model,Embedding Dimension,Word Dimension,BoW Classifier,CNN Output Channels,LSTM Layers,LSTM Hidden Dimension,LSTM Bidirectional,Tf Max Tokens,CUDA Blocking,Epochs,Learning Rate,Patience,Class Imbalance Fix,Accuracy,Balanced Accuracy,AUC,F1,Recall,Precision,Specificity,PPV,NPV,TP,TN,FP,FN,LaTeX String
,CNN_20220129-1557,20220129-1643,see_psych,SCAR_NLP,CNN,dspln_PSYCHIATRY_12,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,500.0,,,,,0.0,100.0,1e-05,5.0,loss_weight,0.9208342432975769,0.6695854067802429,0.7438054084777832,0.09718669950962067,0.41304346919059753,0.05507246404886246,0.9261273741722107,0.05507246376811594,0.9934370442391833,19.0,4087.0,326.0,27.0,CNN & 0.67 & 0.74 & 0.1 & 0.41 & 0.93 \\
