epoch,acc,bal_acc,auc,prec,rec,f1,loss
0,0.5492341356673961,0.5636786820791794,0.5636786820791795,0.5492341356673961,0.5492341356673961,0.5492341356673961,0.6354356714478739
1,0.5676148796498905,0.576237168436086,0.5762371684360861,0.5676148796498905,0.5676148796498905,0.5676148796498905,0.6306300892696514
2,0.5807439824945295,0.5839707710724207,0.5839707710724206,0.5807439824945295,0.5807439824945295,0.5807439824945295,0.6270804867877827
3,0.586870897155361,0.5896757425475633,0.5896757425475633,0.586870897155361,0.586870897155361,0.586870897155361,0.6239739335500277
4,0.586870897155361,0.5900012016953148,0.5900012016953147,0.586870897155361,0.586870897155361,0.586870897155361,0.6205281941415547
5,0.5846827133479212,0.5871826099281603,0.5871826099281602,0.5846827133479212,0.5846827133479212,0.5846827133479212,0.6167614636096087
6,0.5938730853391685,0.5948287815271699,0.5948287815271698,0.5938730853391685,0.5938730853391685,0.5938730853391685,0.6128131630537393
7,0.5982494529540482,0.5990990366409226,0.5990990366409227,0.5982494529540482,0.5982494529540482,0.5982494529540482,0.6095100713151318
8,0.600875273522976,0.5998516368476758,0.599851636847676,0.600875273522976,0.600875273522976,0.600875273522976,0.6065373360277055
9,0.6030634573304158,0.6019542184897771,0.601954218489777,0.6030634573304158,0.6030634573304158,0.6030634573304158,0.6041821076736583
10,0.6074398249452954,0.6057688307966778,0.6057688307966778,0.6074398249452954,0.6074398249452954,0.6074398249452954,0.6021649969832881
11,0.6083150984682714,0.6062583675739466,0.6062583675739466,0.6083150984682714,0.6083150984682714,0.6083150984682714,0.6004889362550282
12,0.6083150984682714,0.6058678165966448,0.6058678165966447,0.6083150984682714,0.6083150984682714,0.6083150984682714,0.5990209182450822
13,0.6070021881838075,0.6045151390500136,0.6045151390500136,0.6070021881838075,0.6070021881838075,0.6070021881838075,0.5977169857783751
14,0.6078774617067834,0.6052650431454837,0.6052650431454837,0.6078774617067834,0.6078774617067834,0.6078774617067834,0.5965433633410847
15,0.6109409190371992,0.6090939063263097,0.6090939063263097,0.6109409190371992,0.6109409190371992,0.6109409190371992,0.5955248287507704
16,0.6144420131291028,0.613200083810545,0.613200083810545,0.6144420131291028,0.6144420131291028,0.6144420131291028,0.5945420976910558
17,0.6205689277899343,0.6184494124788356,0.6184494124788356,0.6205689277899343,0.6205689277899343,0.6205689277899343,0.593461749436972
18,0.6218818380743982,0.6197369981959164,0.6197369981959164,0.6218818380743982,0.6218818380743982,0.6218818380743982,0.5926387668489577
19,0.6214442013129103,0.6189389492561044,0.6189389492561043,0.6214442013129103,0.6214442013129103,0.6214442013129103,0.5917998230332261
20,0.6227571115973741,0.6205519941209368,0.6205519941209368,0.6227571115973741,0.6227571115973741,0.6227571115973741,0.5910495158050444
21,0.6253829321663019,0.622606430918696,0.622606430918696,0.6253829321663019,0.6253829321663019,0.6253829321663019,0.5901932393337463
22,0.6258205689277899,0.6227535615630051,0.6227535615630051,0.6258205689277899,0.6258205689277899,0.6258205689277899,0.5894069111013746
23,0.6258205689277899,0.624445949131313,0.624445949131313,0.6258205689277899,0.6258205689277899,0.6258205689277899,0.5888383022763513
24,0.6236323851203501,0.6224735511483124,0.6224735511483123,0.6236323851203501,0.6236323851203501,0.6236323851203501,0.5881982814598751
25,0.6266958424507658,0.6251307613972328,0.6251307613972327,0.6266958424507658,0.6266958424507658,0.6266958424507658,0.5874648678761262
26,0.6315098468271335,0.6285066778824896,0.6285066778824897,0.6315098468271335,0.6315098468271335,0.6315098468271335,0.5869135701364571
27,0.6293216630196936,0.6273153818540926,0.6273153818540926,0.6293216630196936,0.6293216630196936,0.6293216630196936,0.5862454335381101
28,0.6319474835886214,0.6290443595041004,0.6290443595041004,0.6319474835886214,0.6319474835886214,0.6319474835886214,0.5855327351735189
29,0.6310722100656455,0.629075557363234,0.629075557363234,0.6310722100656455,0.6310722100656455,0.6310722100656455,0.5849490273040492
30,0.6319474835886214,0.6303461960951064,0.6303461960951064,0.6319474835886214,0.6319474835886214,0.6319474835886214,0.5843939786399162
31,0.6323851203501094,0.6317300715008711,0.6317300715008712,0.6323851203501094,0.6323851203501094,0.6323851203501094,0.5838792269880121
32,0.6354485776805252,0.6320439758859807,0.6320439758859807,0.6354485776805252,0.6354485776805252,0.6354485776805252,0.5831272978257466
33,0.6350109409190372,0.6329383145144766,0.6329383145144766,0.6350109409190372,0.6350109409190372,0.6350109409190372,0.5827021438341874
34,0.6354485776805252,0.6344523735793419,0.634452373579342,0.6354485776805252,0.6354485776805252,0.6354485776805252,0.5823301128991001
35,0.637636761487965,0.6352531186304371,0.6352531186304371,0.637636761487965,0.637636761487965,0.637636761487965,0.581647996614863
36,0.6407002188183808,0.63843106351576,0.63843106351576,0.6407002188183808,0.6407002188183808,0.6407002188183808,0.5811764547874877
37,0.6367614879649891,0.6358701429555234,0.6358701429555234,0.6367614879649891,0.6367614879649891,0.6367614879649891,0.5807740503883029
38,0.6393873085339169,0.6369482023100281,0.6369482023100282,0.6393873085339169,0.6393873085339169,0.6393873085339169,0.580408084642637
39,0.6393873085339169,0.6380547634123833,0.6380547634123833,0.6393873085339169,0.6393873085339169,0.6393873085339169,0.5799827817436698
40,0.6402625820568928,0.6382188410419006,0.6382188410419006,0.6402625820568928,0.6402625820568928,0.6402625820568928,0.579527382667248
41,0.6385120350109409,0.6373699511464636,0.6373699511464634,0.6385120350109409,0.6385120350109409,0.6385120350109409,0.5791726153005253

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
batch_size: 8
seed: 3435
patience: 5
log_every: 10
