epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
0,0.7109144330024719,0.7219135761260986,0.806209921836853,0.8154719471931458,0.6147672533988953,0.8290598392486572,0.7010371685028076,0.573085606098175,0.815471965933286,0.6365471983846542,1149.0,260.0,1261.0,720.0
1,0.7415929436683655,0.7512661218643188,0.8306498527526855,0.8393711447715759,0.6570358276367188,0.8454963564872742,0.7370948195457458,0.5194024443626404,0.8393711551606289,0.6673585884795018,1228.0,235.0,1286.0,641.0
2,0.7589970231056213,0.7652137279510498,0.8458383083343506,0.8324905037879944,0.70465487241745,0.8257725238800049,0.7632570266723633,0.47270968556404114,0.8324905183312263,0.6946902654867256,1317.0,265.0,1256.0,552.0
3,0.7775810956954956,0.7796804904937744,0.8588974475860596,0.8235635757446289,0.7592295408248901,0.8001314997673035,0.7900891304016113,0.43869975209236145,0.8235635519442832,0.7300539892021596,1419.0,304.0,1217.0,450.0
4,0.7896755337715149,0.7904653549194336,0.8682085275650024,0.8265536427497864,0.7827715277671814,0.798159122467041,0.8040670156478882,0.41638320684432983,0.8265536723163842,0.7493827160493827,1463.0,307.0,1214.0,406.0
5,0.7979351282119751,0.7976499199867249,0.8741496205329895,0.8274336457252502,0.800428032875061,0.7948718070983887,0.8137067556381226,0.4029158055782318,0.827433628318584,0.7642225031605563,1496.0,312.0,1209.0,373.0
6,0.7997050285339355,0.7987041473388672,0.8783966302871704,0.8247816562652588,0.8084537386894226,0.7889546155929565,0.8165360689163208,0.39426544308662415,0.8247816593886463,0.7702182284980744,1511.0,321.0,1200.0,358.0
7,0.8017699122428894,0.8010053038597107,0.8819220662117004,0.8279452323913574,0.8084537386894226,0.7935568690299988,0.8180833458900452,0.38812437653541565,0.827945205479452,0.7712460063897764,1511.0,314.0,1207.0,358.0
8,0.8044247627258301,0.8034741878509521,0.8848357200622559,0.8291484713554382,0.812734067440033,0.7942143082618713,0.8208592534065247,0.38318100571632385,0.8291484716157205,0.7753530166880617,1519.0,313.0,1208.0,350.0
9,0.808849573135376,0.8078542947769165,0.8871796131134033,0.8326975703239441,0.817549467086792,0.798159122467041,0.8250539898872375,0.37884485721588135,0.8326975476839237,0.7807073954983923,1528.0,307.0,1214.0,341.0
10,0.8085545897483826,0.8078927993774414,0.8891379833221436,0.8344298005104065,0.8143392205238342,0.8014464378356934,0.8242621421813965,0.37519869208335876,0.8344298245614035,0.7784163473818646,1522.0,302.0,1219.0,347.0
11,0.8100295066833496,0.8092304468154907,0.8908971548080444,0.8348824381828308,0.8170144557952881,0.8014464378356934,0.8258517980575562,0.3717787563800812,0.8348824494259158,0.7809096732863549,1527.0,302.0,1219.0,342.0
