epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn,epoch
29,0.6223368644714355,0.5881109237670898,0.6197868585586548,0.17273251712322235,0.5426497459411621,0.6335721611976624,0.2620508372783661,0.0,0.17273251712322235,0.9076246619224548,299.0,1432.0,2476.0,252.0,29.0
30,0.6555281281471252,0.59067702293396,0.6184152364730835,0.18040233850479126,0.5045372247695923,0.6768167614936829,0.2657743990421295,0.0,0.18040233850479126,0.9064428210258484,278.0,1263.0,2645.0,273.0,30.0
31,0.713837206363678,0.5732747316360474,0.620868444442749,0.18505649268627167,0.38656988739967346,0.7599795460700989,0.2502937912940979,0.0,0.18505649268627167,0.8978235125541687,213.0,938.0,2970.0,338.0,31.0
32,0.5828661322593689,0.5881984829902649,0.6191835999488831,0.16692112386226654,0.5952813029289246,0.5811156630516052,0.2607313096523285,0.0,0.16692112386226654,0.9105854034423828,328.0,1637.0,2271.0,223.0,32.0
33,0.7086790204048157,0.5804654955863953,0.6199972629547119,0.18833333253860474,0.4101633131504059,0.7507676482200623,0.2581382095813751,0.0,0.18833333253860474,0.9002761840820312,226.0,974.0,2934.0,325.0,33.0
34,0.5669432878494263,0.5876890420913696,0.614555835723877,0.16472303867340088,0.61524498462677,0.5601330399513245,0.25986969470977783,0.0,0.16472303867340088,0.9117034077644348,339.0,1719.0,2189.0,212.0,34.0
35,0.5972191095352173,0.5932688117027283,0.6164419651031494,0.1711568981409073,0.5880217552185059,0.5985158681869507,0.2651391327381134,0.0,0.1711568981409073,0.9115354418754578,324.0,1569.0,2339.0,227.0,35.0
36,0.7100246548652649,0.580453634262085,0.61714768409729,0.18875838816165924,0.4083484709262848,0.7525588870048523,0.2581755518913269,0.0,0.18875838816165924,0.9002142548561096,225.0,967.0,2941.0,326.0,36.0
37,0.6952231526374817,0.580583930015564,0.6185977458953857,0.18437500298023224,0.42831215262413025,0.7328556180000305,0.25778260827064514,0.0,0.18437500298023224,0.9009122252464294,236.0,1044.0,2864.0,315.0,37.0
38,0.5342004895210266,0.5838198661804199,0.6129889488220215,0.1596788614988327,0.6497277617454529,0.517911970615387,0.2563551664352417,0.0,0.1596788614988327,0.9129454493522644,358.0,1884.0,2024.0,193.0,38.0
39,0.6131419539451599,0.5844242572784424,0.6148711442947388,0.16948197782039642,0.5462794899940491,0.6225690841674805,0.25870218873023987,0.0,0.16948197782039642,0.9068207144737244,301.0,1475.0,2433.0,250.0,39.0
40,0.5981161594390869,0.5828676223754883,0.6129457950592041,0.16657711565494537,0.5626134276390076,0.603121817111969,0.257048100233078,0.0,0.16657711565494537,0.9072363376617432,310.0,1551.0,2357.0,241.0,40.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: need_infos_4
table: need_infos_all_models
table_extra: 
dataset: SCAR
debug: False
max_tokens: 512
lr: 1e-05
weight_decay: 0
batch_size: 8
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\models
pretrained_file: bert-base-uncased
device: cuda:0
run_name: BERT_20220215-0125
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\need_infos_4
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\need_infos_4\BERT
