epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
50,0.6716752648353577,0.6716904640197754,0.7295352220535278,0.44403380155563354,0.6717252135276794,0.6716557741165161,0.5346471667289734,0.8744065165519714,0.4440337909186906,0.839766081871345,841.0,1053.0,2154.0,411.0
51,0.6676384806632996,0.6720490455627441,0.7296277284622192,0.4406604766845703,0.6821086406707764,0.6619893908500671,0.535423219203949,0.8743314146995544,0.4406604747162023,0.8421261404204681,854.0,1084.0,2123.0,398.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: need_emots_2
table: need_emots_dif_n
table_extra: 2
dataset: SCAR
debug: False
mode: rand
output_channel: 500
words_dim: 300
embed_dim: 300
dropout: 0.5
lr: 1e-05
weight_decay: 0
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\embeddings\word2vec
pretrained_file: GoogleNews-vectors-negative300.txt
batch_size: 16
device: cuda:0
target_classes: 1
vocab_size: 21529
run_name: CNN_20220215-2335
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\need_emots_2
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\need_emots_2\CNN
