epoch,acc,bal_acc,auc,prec,rec,f1,loss
0,0.43271175016850144,0.5961038961038961,0.5961038961038961,0.43271175016850144,0.43271175016850144,0.43271175016850144,1.28623097728356
1,0.5715569534935969,0.6125320539333279,0.6125320539333279,0.5715569534935969,0.5715569534935969,0.5715569534935969,1.2708066733992078
2,0.5830150527971243,0.6183327818678137,0.6183327818678137,0.5830150527971243,0.5830150527971243,0.5830150527971243,1.2571627639996512
3,0.6162660076387328,0.6172119281991894,0.6172119281991894,0.6162660076387328,0.6162660076387328,0.6162660076387328,1.244819848177891
4,0.6454729274320378,0.6230209281164696,0.6230209281164696,0.6454729274320378,0.6454729274320378,0.6454729274320378,1.2342915647333785
5,0.6340148281285104,0.6172202001819835,0.6172202001819836,0.6340148281285104,0.6340148281285104,0.6340148281285104,1.2254213942231567
6,0.6993933947427544,0.6413413020100918,0.6413413020100919,0.6993933947427544,0.6993933947427544,0.6993933947427544,1.2153117555583186
7,0.7088294765221299,0.6461183720737861,0.6461183720737861,0.7088294765221299,0.7088294765221299,0.7088294765221298,1.2070138949894178
8,0.733992361267131,0.6588572255769708,0.6588572255769708,0.733992361267131,0.733992361267131,0.7339923612671311,1.1987178148016253
9,0.7582565715569535,0.6621639506989825,0.6621639506989826,0.7582565715569535,0.7582565715569535,0.7582565715569535,1.1911900185811026
10,0.7717366883846327,0.6600111671767723,0.6600111671767722,0.7717366883846327,0.7717366883846327,0.7717366883846327,1.1846753831825736
11,0.7964502359020444,0.6635453718256266,0.6635453718256266,0.7964502359020444,0.7964502359020444,0.7964502359020444,1.1779377099855584
12,0.7903841833295888,0.6604743982132517,0.6604743982132518,0.7903841833295888,0.7903841833295888,0.7903841833295888,1.1701232351670359
13,0.7937542125365087,0.6621804946645711,0.6621804946645711,0.7937542125365087,0.7937542125365087,0.7937542125365086,1.1633608281291365
14,0.8119523702538756,0.6624162461742079,0.6624162461742079,0.8119523702538756,0.8119523702538756,0.8119523702538756,1.1572647766750206
15,0.8337452257919569,0.6734490032260733,0.6734490032260733,0.8337452257919569,0.8337452257919569,0.8337452257919568,1.15163673233087
16,0.8386879352954393,0.6759512780213417,0.6759512780213417,0.8386879352954393,0.8386879352954393,0.8386879352954392,1.1436841799819062
17,0.8710402156818693,0.6384667879890811,0.638466787989081,0.8710402156818693,0.8710402156818693,0.8710402156818693,1.1431137922101218
18,0.8728375645922265,0.6393767060964513,0.6393767060964513,0.8728375645922265,0.8728375645922265,0.8728375645922265,1.1365244790403377
19,0.8732869018198157,0.6396041856232939,0.6396041856232939,0.8732869018198157,0.8732869018198157,0.8732869018198157,1.1277493508114635
20,0.8833969894405751,0.644722474977252,0.644722474977252,0.8833969894405751,0.8833969894405751,0.8833969894405751,1.1241212126864137
21,0.8917097281509773,0.6489308462238399,0.6489308462238398,0.8917097281509773,0.8917097281509773,0.8917097281509773,1.1204504929282293
22,0.9004718040889688,0.6623438663247581,0.6623438663247581,0.9004718040889688,0.9004718040889688,0.9004718040889688,1.1187604285067674
23,0.896427769040665,0.6692737199106625,0.6692737199106625,0.896427769040665,0.896427769040665,0.896427769040665,1.1074625077645697
24,0.907436531116603,0.6658697989908181,0.6658697989908181,0.907436531116603,0.907436531116603,0.907436531116603,1.1089935869620562
25,0.9215906537856662,0.6640582347588717,0.6640582347588717,0.9215906537856662,0.9215906537856662,0.9215906537856662,1.1233841356030487
26,0.929454055268479,0.668039126478617,0.6680391264786169,0.929454055268479,0.929454055268479,0.929454055268479,1.128016075309988
27,0.9236126713098181,0.6650818926296633,0.6650818926296633,0.9236126713098181,0.9236126713098181,0.9236126713098181,1.1208350395171818
28,0.9305773983374522,0.6686078252957234,0.6686078252957234,0.9305773983374522,0.9305773983374522,0.9305773983374523,1.1254911264889544
29,0.9339474275443721,0.6792910910745306,0.6792910910745306,0.9339474275443721,0.9339474275443721,0.9339474275443721,1.1277235766983118
30,0.9438328465513368,0.6753184713375796,0.6753184713375796,0.9438328465513368,0.9438328465513368,0.9438328465513368,1.148000632170287
31,0.9364187822961132,0.6805422284721647,0.6805422284721647,0.9364187822961132,0.9364187822961132,0.9364187822961132,1.1297629133696188
32,0.9397888115030331,0.6822483249234842,0.6822483249234842,0.9397888115030331,0.9397888115030331,0.9397888115030331,1.1376171508934383
33,0.9532689283307122,0.6711183720737861,0.6711183720737861,0.9532689283307122,0.9532689283307122,0.9532689283307122,1.188365092343873
34,0.9577623006066053,0.6554388286872364,0.6554388286872364,0.9577623006066053,0.9577623006066053,0.9577623006066053,1.220240393650168
35,0.951471579420355,0.6702084539664157,0.6702084539664158,0.951471579420355,0.951471579420355,0.951471579420355,1.1961257413056423
36,0.9591103122893732,0.6291897592853006,0.6291897592853007,0.9591103122893732,0.9591103122893732,0.9591103122893732,1.2426175889383526
37,0.960458323972141,0.6298721978658284,0.6298721978658284,0.960458323972141,0.960458323972141,0.960458323972141,1.2567759617975842
38,0.9638283531790609,0.62260112498966,0.62260112498966,0.9638283531790609,0.9638283531790609,0.9638283531790609,1.2909746521037186
39,0.9593349809031678,0.6382806683762098,0.6382806683762098,0.9593349809031678,0.9593349809031678,0.9593349809031678,1.2607274105106907
40,0.9687710626825432,0.6161262304574406,0.6161262304574405,0.9687710626825432,0.9687710626825432,0.9687710626825432,1.3340446779126538
41,0.9597843181307572,0.6385081479030523,0.6385081479030524,0.9597843181307572,0.9597843181307572,0.9597843181307572,1.288756347951919
42,0.9674230509997753,0.6154437918769129,0.6154437918769129,0.9674230509997753,0.9674230509997753,0.9674230509997753,1.3503390053150042
43,0.9701190743653112,0.6168086690379684,0.6168086690379684,0.9701190743653112,0.9701190743653112,0.9701190743653112,1.3825945423069934
44,0.9698944057515165,0.6077177599470593,0.6077177599470593,0.9698944057515165,0.9698944057515165,0.9698944057515165,1.3942420815972065
45,0.9737137721860256,0.5916969972702457,0.5916969972702456,0.9737137721860256,0.9737137721860256,0.9737137721860256,1.4717132548535747
46,0.9721410918894631,0.5998779882537845,0.5998779882537845,0.9721410918894631,0.9721410918894631,0.9721410918894631,1.4551127092575042
47,0.9766344641653562,0.5931756141947225,0.5931756141947224,0.9766344641653562,0.9766344641653562,0.9766344641653562,1.5572544862407542
48,0.9710177488204897,0.5993092894366779,0.5993092894366779,0.9710177488204897,0.9710177488204897,0.9710177488204897,1.4712865366006882
49,0.9759604583239722,0.5928343949044586,0.5928343949044586,0.9759604583239722,0.9759604583239722,0.9759604583239722,1.5791218785478782
50,0.9793304875308919,0.5765861527008024,0.5765861527008025,0.9793304875308919,0.9793304875308919,0.9793304875308919,1.7180950514557545
51,0.9782071444619187,0.5849946232111837,0.5849946232111837,0.9782071444619187,0.9782071444619187,0.9782071444619187,1.6902999782155617
52,0.9782071444619187,0.5849946232111837,0.5849946232111837,0.9782071444619187,0.9782071444619187,0.9782071444619187,1.7129374056305449
53,0.978656481689508,0.5852221027380263,0.5852221027380263,0.978656481689508,0.978656481689508,0.978656481689508,1.7330205015022193
