epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn,epoch
29,0.734021008014679,0.6495528221130371,0.7054778933525085,0.10808581113815308,0.555084764957428,0.7440207600593567,0.18093924224376678,0.0,0.10808581113815308,0.967662513256073,131.0,1081.0,3142.0,105.0,29.0
30,0.6288405656814575,0.6460299491882324,0.7062093615531921,0.0905943438410759,0.6652542352676392,0.6268056035041809,0.1594718098640442,0.0,0.0905943438410759,0.9710198044776917,157.0,1576.0,2647.0,79.0,30.0
31,0.6647230386734009,0.6509721279144287,0.7068765759468079,0.09621552377939224,0.6355932354927063,0.6663509607315063,0.16713090240955353,0.0,0.09621552377939224,0.9703448414802551,150.0,1409.0,2814.0,86.0,31.0
32,0.7333483099937439,0.6431968212127686,0.7098034024238586,0.10587262362241745,0.5423728823661804,0.7440207600593567,0.17716263234615326,0.0,0.10587262362241745,0.9667692184448242,128.0,1081.0,3142.0,108.0,32.0
33,0.6230096220970154,0.6529527902603149,0.708554744720459,0.09157716482877731,0.6864407062530518,0.6194648146629333,0.16159601509571075,0.0,0.09157716482877731,0.9724907279014587,162.0,1607.0,2616.0,74.0,33.0
34,0.6907379031181335,0.6407034397125244,0.7079758644104004,0.09725158661603928,0.5847457647323608,0.6966611742973328,0.16676737368106842,0.0,0.09725158661603928,0.9677631855010986,138.0,1281.0,2942.0,98.0,34.0
35,0.6254765391349792,0.64825439453125,0.7085121273994446,0.09075341373682022,0.6737287640571594,0.6227800250053406,0.15995974838733673,0.0,0.09075341373682022,0.971555233001709,159.0,1593.0,2630.0,77.0,35.0
36,0.7243776917457581,0.6404611468315125,0.7085573077201843,0.10311750322580338,0.5466101765632629,0.734312117099762,0.17350368201732635,0.0,0.10311750322580338,0.9666458964347839,129.0,1122.0,3101.0,107.0,36.0
37,0.5958735346794128,0.6526281833648682,0.7109062075614929,0.08876050263643265,0.7161017060279846,0.5891546010971069,0.15794391930103302,0.0,0.08876050263643265,0.9737769961357117,169.0,1735.0,2488.0,67.0,37.0
38,0.638708233833313,0.6572402119636536,0.7090128064155579,0.09439527988433838,0.6779661178588867,0.6365143060684204,0.1657172441482544,0.0,0.09439527988433838,0.9725036025047302,160.0,1535.0,2688.0,76.0,38.0
39,0.6115720868110657,0.63491290807724,0.7056102752685547,0.08628318458795547,0.6610169410705566,0.6088088750839233,0.15264186263084412,0.0,0.08628318458795547,0.9698227047920227,156.0,1652.0,2571.0,80.0,39.0
40,0.7777528762817383,0.6346359848976135,0.7080796360969543,0.11440245062112808,0.47457626461982727,0.7946956753730774,0.18436212837696075,0.0,0.11440245062112808,0.9643678069114685,112.0,867.0,3356.0,124.0,40.0
41,0.7559990882873535,0.6271517872810364,0.7045095562934875,0.10555555671453476,0.4830508530139923,0.7712526917457581,0.17325226962566376,0.0,0.10555555671453476,0.9638946652412415,114.0,966.0,3257.0,122.0,41.0
42,0.6445391178131104,0.6543178558349609,0.7080625891685486,0.09440770000219345,0.6652542352676392,0.6433814764022827,0.16535019874572754,0.0,0.09440770000219345,0.9717453122138977,157.0,1506.0,2717.0,79.0,42.0
43,0.7160798907279968,0.6440813541412354,0.7093539237976074,0.10262345522642136,0.5635592937469482,0.7246033549308777,0.17362923920154572,0.0,0.10262345522642136,0.9674360156059265,133.0,1163.0,3060.0,103.0,43.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: need_emots_4
table: need_emots_all_models
table_extra: 
dataset: SCAR
debug: False
max_tokens: 512
lr: 1e-05
weight_decay: 0
batch_size: 8
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\models
pretrained_file: bert-base-uncased
device: cuda:0
run_name: BERT_20220214-0109
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\need_emots_4
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\need_emots_4\BERT
