Datetime,Platform,Model,Target,Data,Mode,Pretrained Model,Embedding Dimension,Word Dimension,BoW Classifier,CNN Output Channels,LSTM Layers,LSTM Hidden Dimension,LSTM Bidirectional,CUDA Blocking,Epochs,Learning Rate,Patience,Class Imbalance Fix,Accuracy,Balanced Accuracy,AUC,F1
20211213-1456,SCAR_NLP,BoW,surv_mo_60_IV,ppv4,,,,,rf,,,,,0.0,10.0,,5.0,loss_weight,0.8083333333333333,0.772410287508026,0.7724102875080261,0.8083333333333333
