epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn,epoch
0,0.36202919483184814,0.5230821967124939,0.6016969680786133,0.3319739103317261,0.9736841917037964,0.07248017936944962,0.49513381719589233,0.0,0.3319739103317261,0.8533333539962769,814.0,1638.0,128.0,22.0,0.0
1,0.5357417464256287,0.5805038809776306,0.6155264377593994,0.38015463948249817,0.7057416439056396,0.45526614785194397,0.49413737654685974,0.0,0.38015463948249817,0.7657142877578735,590.0,962.0,804.0,246.0,1.0
2,0.6210607290267944,0.5948538780212402,0.6412902474403381,0.4266144931316376,0.5215311050415039,0.6681766510009766,0.4693218469619751,0.0,0.4266144931316376,0.746835470199585,436.0,586.0,1180.0,400.0,2.0
3,0.6406610012054443,0.6140177249908447,0.667696475982666,0.450549453496933,0.5394737124443054,0.688561737537384,0.49101799726486206,0.0,0.450549453496933,0.7595252990722656,451.0,550.0,1216.0,385.0,3.0
4,0.679477334022522,0.6359992027282715,0.7079707384109497,0.501165509223938,0.5143540501594543,0.7576444149017334,0.5076740980148315,0.0,0.501165509223938,0.767201840877533,430.0,428.0,1338.0,406.0,4.0
5,0.7309761643409729,0.6877963542938232,0.7748236656188965,0.5837438702583313,0.5669856667518616,0.8086070418357849,0.5752427577972412,0.0,0.5837438702583313,0.7977653741836548,474.0,338.0,1428.0,362.0,5.0
6,0.7697924375534058,0.7541872262954712,0.8344744443893433,0.624605655670166,0.7105262875556946,0.7978482246398926,0.6648013591766357,0.0,0.624605655670166,0.8534221649169922,594.0,357.0,1409.0,242.0,6.0
7,0.7820907235145569,0.7720662355422974,0.8481626510620117,0.6379486918449402,0.7440191507339478,0.8001132607460022,0.6869133114814758,0.0,0.6379486918449402,0.8684695959091187,622.0,353.0,1413.0,214.0,7.0
8,0.7732513546943665,0.7831920385360718,0.8538607358932495,0.6108108162879944,0.8110047578811646,0.7553793787956238,0.6968139410018921,0.0,0.6108108162879944,0.8941018581390381,678.0,432.0,1334.0,158.0,8.0
9,0.7901614308357239,0.7880905866622925,0.8607617616653442,0.642436146736145,0.7822966575622559,0.7938844561576843,0.7055016160011292,0.0,0.642436146736145,0.8851010203361511,654.0,364.0,1402.0,182.0,9.0
10,0.7882398366928101,0.793289065361023,0.8649788498878479,0.6338028311729431,0.8074162602424622,0.7791619300842285,0.7101525664329529,0.0,0.6338028311729431,0.8952504992485046,675.0,390.0,1376.0,161.0,10.0
11,0.8055341839790344,0.8000454902648926,0.8709481954574585,0.6680244207382202,0.7846890091896057,0.8154020309448242,0.7216721773147583,0.0,0.6680244207382202,0.8888888955116272,656.0,326.0,1440.0,180.0,11.0
12,0.8166794776916504,0.7988073825836182,0.8760776519775391,0.7010078430175781,0.7488038539886475,0.8488108515739441,0.7241179943084717,0.0,0.7010078430175781,0.8771211504936218,626.0,267.0,1499.0,210.0,12.0
13,0.8189854025840759,0.8127895593643188,0.8794940710067749,0.6891191601753235,0.7954545617103577,0.83012455701828,0.7384786605834961,0.0,0.6891191601753235,0.8955405950546265,665.0,300.0,1466.0,171.0,13.0
14,0.8143735527992249,0.8150613307952881,0.8817212581634521,0.674234926700592,0.8169856667518616,0.8131370544433594,0.7387776970863342,0.0,0.674234926700592,0.903713047504425,683.0,330.0,1436.0,153.0,14.0
15,0.8136048913002014,0.8179596662521362,0.8848314881324768,0.6692382097244263,0.8301435112953186,0.8057757616043091,0.7410570979118347,0.0,0.6692382097244263,0.9092651605606079,694.0,343.0,1423.0,142.0,15.0
16,0.8097617030143738,0.8211126327514648,0.8879567384719849,0.6571428775787354,0.8528708219528198,0.7893545031547546,0.7423217296600342,0.0,0.6571428775787354,0.9189189076423645,713.0,372.0,1394.0,123.0,16.0
17,0.8289777040481567,0.8182610273361206,0.8917010426521301,0.7108953595161438,0.7882775068283081,0.8482446074485779,0.7475893497467041,0.0,0.7108953595161438,0.8943283557891846,659.0,268.0,1498.0,177.0,17.0
18,0.8255188465118408,0.8242168426513672,0.8935731649398804,0.6929292678833008,0.820574164390564,0.8278595805168152,0.7513691186904907,0.0,0.6929292678833008,0.906947910785675,686.0,304.0,1462.0,150.0,18.0
19,0.8324365615844727,0.8261635303497314,0.8968494534492493,0.7100840210914612,0.8086124658584595,0.8437145948410034,0.7561520934104919,0.0,0.7100840210914612,0.903030276298523,676.0,276.0,1490.0,160.0,19.0
20,0.828593373298645,0.8318362236022949,0.8989714980125427,0.6919291615486145,0.8409090638160706,0.8227633237838745,0.7591792941093445,0.0,0.6919291615486145,0.9161412119865417,703.0,313.0,1453.0,133.0,20.0
21,0.8262874484062195,0.8317122459411621,0.9010584354400635,0.6860465407371521,0.8468899726867676,0.8165345191955566,0.7580299973487854,0.0,0.6860465407371521,0.9184713363647461,708.0,324.0,1442.0,128.0,21.0
22,0.831667959690094,0.8341012001037598,0.9031771421432495,0.6974206566810608,0.8409090638160706,0.827293336391449,0.7624728679656982,0.0,0.6974206566810608,0.9165620803833008,703.0,305.0,1461.0,133.0,22.0
23,0.823981523513794,0.83568274974823,0.9039438366889954,0.6759776473045349,0.8684210777282715,0.8029444813728333,0.7602093815803528,0.0,0.6759776473045349,0.9280104637145996,726.0,348.0,1418.0,110.0,23.0
24,0.8378170728683472,0.8282375335693359,0.9056676626205444,0.7235420942306519,0.8014354109764099,0.855039656162262,0.7604994177818298,0.0,0.7235420942306519,0.9009546637535095,670.0,256.0,1510.0,166.0,24.0
25,0.8362798094749451,0.8305696249008179,0.9071862697601318,0.7153361439704895,0.8145933151245117,0.8465458750724792,0.761745035648346,0.0,0.7153361439704895,0.9060605764389038,681.0,271.0,1495.0,155.0,25.0
26,0.8339738845825195,0.8339102268218994,0.9076982736587524,0.7040404081344604,0.8337320685386658,0.8340883255004883,0.7634173035621643,0.0,0.7040404081344604,0.9137716889381409,697.0,293.0,1473.0,139.0,26.0
27,0.8351268172264099,0.8366492986679077,0.9092845916748047,0.7037037014961243,0.8409090638160706,0.8323895931243896,0.766212522983551,0.0,0.7037037014961243,0.9170305728912354,703.0,296.0,1470.0,133.0,27.0
28,0.8362798094749451,0.8346640467643738,0.9091830849647522,0.7096114754676819,0.8301435112953186,0.839184582233429,0.7651599049568176,0.0,0.7096114754676819,0.9125615954399109,694.0,284.0,1482.0,142.0,28.0
29,0.831667959690094,0.8385106325149536,0.9100750684738159,0.6920849680900574,0.8576555252075195,0.8193657994270325,0.7660256028175354,0.0,0.6920849680900574,0.9240102171897888,717.0,319.0,1447.0,119.0,29.0
30,0.8393543362617493,0.838503897190094,0.9113640785217285,0.7132652997970581,0.8361244201660156,0.8408833742141724,0.7698238492012024,0.0,0.7132652997970581,0.9155364036560059,699.0,281.0,1485.0,137.0,30.0
31,0.8408915996551514,0.8393213748931885,0.9116702079772949,0.7166324257850647,0.8349282145500183,0.8437145948410034,0.7712706923484802,0.0,0.7166324257850647,0.9152334332466125,698.0,276.0,1490.0,138.0,31.0
32,0.8393543362617493,0.8397637009620667,0.9118462800979614,0.7115384340286255,0.8409090638160706,0.8386183381080627,0.7708333134651184,0.0,0.7115384340286255,0.9175960421562195,703.0,285.0,1481.0,133.0,32.0
33,0.8420445919036865,0.8417456150054932,0.9114934206008911,0.7166156768798828,0.8409090638160706,0.842582106590271,0.7738029956817627,0.0,0.7166156768798828,0.9179518818855286,703.0,278.0,1488.0,133.0,33.0
34,0.8278247714042664,0.8381990790367126,0.9122086763381958,0.68267422914505,0.8672248721122742,0.8091732859611511,0.7639620900154114,0.0,0.68267422914505,0.9279220700263977,725.0,337.0,1429.0,111.0,34.0
35,0.8443505167961121,0.8368301391601562,0.9128981828689575,0.730975329875946,0.8157894611358643,0.857870876789093,0.7710570693016052,0.0,0.730975329875946,0.9077292084693909,682.0,251.0,1515.0,154.0,35.0
36,0.8408915996551514,0.8402663469314575,0.9123901724815369,0.7153061032295227,0.8385167717933655,0.8420158624649048,0.7720264196395874,0.0,0.7153061032295227,0.9167694449424744,701.0,279.0,1487.0,135.0,36.0
37,0.8320522904396057,0.8384788036346436,0.911790132522583,0.6931267976760864,0.8564593195915222,0.8204982876777649,0.7661851644515991,0.0,0.6931267976760864,0.923518180847168,716.0,317.0,1449.0,120.0,37.0
38,0.8328208923339844,0.8393599987030029,0.9116160273551941,0.6940948963165283,0.8576555252075195,0.8210645318031311,0.7672551870346069,0.0,0.6940948963165283,0.9241555333137512,717.0,316.0,1450.0,119.0,38.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 100
seed: 3435
patience: 5
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: survic_mo_60
table: survival_all_models
table_extra: 
dataset: SCAR
debug: False
max_tokens: 512
lr: 1e-05
weight_decay: 0
batch_size: 8
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\models
pretrained_file: bert-base-uncased
device: cuda:0
run_name: BERT_20220216-1638
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\survic_mo_60
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\survic_mo_60\BERT
